Gene_ID	Symbol	Synonyms	Chromosome	Gene_Name	Source
81794	ADAMTS10	ADAM-TS10	19	ADAM metallopeptidase with thrombospondin type 1 motif 10	HGNC_protein_coding
81792	ADAMTS12	PRO4389	5	ADAM metallopeptidase with thrombospondin type 1 motif 12	HGNC_protein_coding
11093	ADAMTS13	VWFCP|TTP|vWF-CP|FLJ42993|MGC118899|MGC118900|DKFZp434C2322	9	ADAM metallopeptidase with thrombospondin type 1 motif 13	HGNC_protein_coding
140766	ADAMTS14	-	10	ADAM metallopeptidase with thrombospondin type 1 motif 14	HGNC_protein_coding
170689	ADAMTS15	-	11	ADAM metallopeptidase with thrombospondin type 1 motif 15	HGNC_protein_coding
170690	ADAMTS16	ADAMTS16s	5	ADAM metallopeptidase with thrombospondin type 1 motif 16	HGNC_protein_coding
170691	ADAMTS17	FLJ32769|FLJ16363	15	ADAM metallopeptidase with thrombospondin type 1 motif 17	HGNC_protein_coding
170692	ADAMTS18	ADAMTS21|KNO2|MMCAT	16	ADAM metallopeptidase with thrombospondin type 1 motif 18	HGNC_protein_coding
171019	ADAMTS19	-	5	ADAM metallopeptidase with thrombospondin type 1 motif 19	HGNC_protein_coding
80070	ADAMTS20	GON-1	12	ADAM metallopeptidase with thrombospondin type 1 motif 20	HGNC_protein_coding
92949	ADAMTSL1	ADAMTSR1|FLJ35283	9	ADAMTS like 1	HGNC_protein_coding
9719	ADAMTSL2	KIAA0605	9	ADAMTS like 2	HGNC_protein_coding
57188	ADAMTSL3	KIAA1233|punctin-2	15	ADAMTS like 3	HGNC_protein_coding
54507	ADAMTSL4	DKFZP434K1772	1	ADAMTS like 4	HGNC_protein_coding
339366	ADAMTSL5	THSD6	19	ADAMTS like 5	HGNC_protein_coding
11033	ADAP1	GCS1L	7	ArfGAP with dual PH domains 1	HGNC_protein_coding
55803	ADAP2	CENTA2|HSA272195|cent-b	17	ArfGAP with dual PH domains 2	HGNC_protein_coding
103	ADAR	ADAR1	1	adenosine deaminase RNA specific	HGNC_protein_coding
104	ADARB1	ADAR2|DRADA2|ADAR2g|DRABA2|RED1|hRED1|ADAR2a-L1|ADAR2a-L2|ADAR2a-L3|ADAR2a|ADAR2b|ADAR2c|ADAR2d	21	adenosine deaminase RNA specific B1	HGNC_protein_coding
105	ADARB2	RED2|hRED2|ADAR3	10	adenosine deaminase RNA specific B2 (inactive)	HGNC_protein_coding
23536	ADAT1	HADAT1	16	adenosine deaminase tRNA specific 1	HGNC_protein_coding
134637	ADAT2	dJ20N2.1|TAD2	6	adenosine deaminase tRNA specific 2	HGNC_protein_coding
113179	ADAT3	TAD3	19	adenosine deaminase tRNA specific 3	HGNC_protein_coding
57143	ADCK1	FLJ39600	14	aarF domain containing kinase 1	HGNC_protein_coding
90956	ADCK2	MGC20727	7	aarF domain containing kinase 2	HGNC_protein_coding
203054	ADCK5	FLJ35454	8	aarF domain containing kinase 5	HGNC_protein_coding
107	ADCY1	AC1	7	adenylate cyclase 1	HGNC_protein_coding
108	ADCY2	HBAC2|KIAA1060|AC2	5	adenylate cyclase 2	HGNC_protein_coding
109	ADCY3	AC3	2	adenylate cyclase 3	HGNC_protein_coding
196883	ADCY4	AC4	14	adenylate cyclase 4	HGNC_protein_coding
111	ADCY5	AC5	3	adenylate cyclase 5	HGNC_protein_coding
112	ADCY6	AC6	12	adenylate cyclase 6	HGNC_protein_coding
113	ADCY7	KIAA0037|AC7	16	adenylate cyclase 7	HGNC_protein_coding
114	ADCY8	HBAC1|AC8	8	adenylate cyclase 8	HGNC_protein_coding
115	ADCY9	AC9	16	adenylate cyclase 9	HGNC_protein_coding
55811	ADCY10	SAC|Sacy|SACI|HCA2|RP1-313L4.2	1	adenylate cyclase 10	HGNC_protein_coding
116	ADCYAP1	PACAP	18	adenylate cyclase activating polypeptide 1	HGNC_protein_coding
117	ADCYAP1R1	PAC1|PACAPR|PAC1R	7	ADCYAP receptor type I	HGNC_protein_coding
118	ADD1	ADDA	4	adducin 1	HGNC_protein_coding
119	ADD2	ADDB	2	adducin 2	HGNC_protein_coding
120	ADD3	ADDL|CPSQ3	10	adducin 3	HGNC_protein_coding
79747	ADGB	FLJ23121|dJ408K24.1|CAPN16	6	androglobin	HGNC_protein_coding
84435	ADGRA1	KIAA1828	10	adhesion G protein-coupled receptor A1	HGNC_protein_coding
25960	ADGRA2	TEM5|DKFZp434C211|DKFZp434J0911|KIAA1531|FLJ14390	8	adhesion G protein-coupled receptor A2	HGNC_protein_coding
166647	ADGRA3	FLJ38547|PGR21	4	adhesion G protein-coupled receptor A3	HGNC_protein_coding
575	ADGRB1	BAI1|GDAIF	8	adhesion G protein-coupled receptor B1	HGNC_protein_coding
576	ADGRB2	BAI2	1	adhesion G protein-coupled receptor B2	HGNC_protein_coding
577	ADGRB3	KIAA0550	6	adhesion G protein-coupled receptor B3	HGNC_protein_coding
283383	ADGRD1	DKFZp434B1272|PGR25	12	adhesion G protein-coupled receptor D1	HGNC_protein_coding
347088	ADGRD2	PGR24	9	adhesion G protein-coupled receptor D2	HGNC_protein_coding
2015	ADGRE1	EMR1|TM7LN3	19	adhesion G protein-coupled receptor E1	HGNC_protein_coding
30817	ADGRE2	CD312	19	adhesion G protein-coupled receptor E2	HGNC_protein_coding
84658	ADGRE3	EMR3	19	adhesion G protein-coupled receptor E3	HGNC_protein_coding
976	ADGRE5	TM7LN1	19	adhesion G protein-coupled receptor E5	HGNC_protein_coding
266977	ADGRF1	hGPCR36|PGR19	6	adhesion G protein-coupled receptor F1	HGNC_protein_coding
222611	ADGRF2	hGPCR35|PGR20	6	adhesion G protein-coupled receptor F2	HGNC_protein_coding
165082	ADGRF3	hGPCR37|PGR23	2	adhesion G protein-coupled receptor F3	HGNC_protein_coding
221393	ADGRF4	FLJ38076|PGR18	6	adhesion G protein-coupled receptor F4	HGNC_protein_coding
221395	ADGRF5	DKFZp564O1923|KIAA0758	6	adhesion G protein-coupled receptor F5	HGNC_protein_coding
9289	ADGRG1	TM7LN4|TM7XN1	16	adhesion G protein-coupled receptor G1	HGNC_protein_coding
10149	ADGRG2	HE6|TM7LN2|EDDM6	X	adhesion G protein-coupled receptor G2	HGNC_protein_coding
222487	ADGRG3	Pb99|PGR26	16	adhesion G protein-coupled receptor G3	HGNC_protein_coding
139378	ADGRG4	RP1-299I16|PGR17	X	adhesion G protein-coupled receptor G4	HGNC_protein_coding
221188	ADGRG5	PGR27	16	adhesion G protein-coupled receptor G5	HGNC_protein_coding
57211	ADGRG6	FLJ14937	6	adhesion G protein-coupled receptor G6	HGNC_protein_coding
84873	ADGRG7	FLJ14454	3	adhesion G protein-coupled receptor G7	HGNC_protein_coding
22859	ADGRL1	KIAA0821|CIRL1|LEC2	19	adhesion G protein-coupled receptor L1	HGNC_protein_coding
23266	ADGRL2	KIAA0786|LEC1	1	adhesion G protein-coupled receptor L2	HGNC_protein_coding
23284	ADGRL3	KIAA0768|LEC3	4	adhesion G protein-coupled receptor L3	HGNC_protein_coding
64123	ADGRL4	ETL	1	adhesion G protein-coupled receptor L4	HGNC_protein_coding
84059	ADGRV1	DKFZp761P0710|KIAA0686|FEB4|VLGR1	5	adhesion G protein-coupled receptor V1	HGNC_protein_coding
124	ADH1A	ADH1	4	alcohol dehydrogenase 1A (class I), alpha polypeptide	HGNC_protein_coding
125	ADH1B	ADH2|HEL-S-117	4	alcohol dehydrogenase 1B (class I), beta polypeptide	HGNC_protein_coding
126	ADH1C	ADH3	4	alcohol dehydrogenase 1C (class I), gamma polypeptide	HGNC_protein_coding
127	ADH4	ADH-2	4	alcohol dehydrogenase 4 (class II), pi polypeptide	HGNC_protein_coding
128	ADH5	ADH-3|ADHX|GSNOR	4	alcohol dehydrogenase 5 (class III), chi polypeptide	HGNC_protein_coding
130	ADH6	ADH-5	4	alcohol dehydrogenase 6 (class V)	HGNC_protein_coding
131	ADH7	ADH-4	4	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	HGNC_protein_coding
137872	ADHFE1	FLJ32430	8	alcohol dehydrogenase iron containing 1	HGNC_protein_coding
55256	ADI1	SIPL|MTCBP-1|ARD|APL1|FLJ10913|HMFT1638|mtnD	2	acireductone dioxygenase 1	HGNC_protein_coding
149685	ADIG	MGC39724|SMAF1|RP5-1100H13.2	20	adipogenin	HGNC_protein_coding
9370	ADIPOQ	ACRP30|apM1|GBP28|adiponectin	3	adiponectin, C1Q and collagen domain containing	HGNC_protein_coding
51094	ADIPOR1	PAQR1|ACDCR1	1	adiponectin receptor 1	HGNC_protein_coding
79602	ADIPOR2	PAQR2|ACDCR2	12	adiponectin receptor 2	HGNC_protein_coding
10974	ADIRF	APM2|AFRO	10	adipogenesis regulatory factor	HGNC_protein_coding
132	ADK	AK	10	adenosine kinase	HGNC_protein_coding
133	ADM	AM	11	adrenomedullin	HGNC_protein_coding
79924	ADM2	AM2|FLJ21135	22	adrenomedullin 2	HGNC_protein_coding
199800	ADM5	AM5	19	adrenomedullin 5 (putative)	HGNC_protein_coding
23394	ADNP	KIAA0784|ADNP1	20	activity dependent neuroprotector homeobox	HGNC_protein_coding
22850	ADNP2	KIAA0863	18	ADNP homeobox 2	HGNC_protein_coding
84890	ADO	FLJ14547	10	2-aminoethanethiol dioxygenase	HGNC_protein_coding
134	ADORA1	RDC7	1	adenosine A1 receptor	HGNC_protein_coding
135	ADORA2A	RDC8	22	adenosine A2a receptor	HGNC_protein_coding
136	ADORA2B	ADORA2	17	adenosine A2b receptor	HGNC_protein_coding
140	ADORA3	AD026|A3AR	1	adenosine A3 receptor	HGNC_protein_coding
83440	ADPGK	DKFZp434B195|ADP-GK	15	ADP dependent glucokinase	HGNC_protein_coding
141	ADPRH	ARH1	3	ADP-ribosylarginine hydrolase	HGNC_protein_coding
113622	ADPRHL1	ARH2	13	ADP-ribosylhydrolase like 1	HGNC_protein_coding
56985	ADPRM	MDS006	17	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	HGNC_protein_coding
54936	ADPRS	ARH3|FLJ20446	1	ADP-ribosylserine hydrolase	HGNC_protein_coding
148	ADRA1A	ADRA1L1	8	adrenoceptor alpha 1A	HGNC_protein_coding
147	ADRA1B	ADRA1|ALPHA1BAR	5	adrenoceptor alpha 1B	HGNC_protein_coding
146	ADRA1D	ADRA1R|ADRA1A|ADRA1	20	adrenoceptor alpha 1D	HGNC_protein_coding
150	ADRA2A	ADRAR	10	adrenoceptor alpha 2A	HGNC_protein_coding
151	ADRA2B	ADRARL1	2	adrenoceptor alpha 2B	HGNC_protein_coding
152	ADRA2C	ADRARL2	4	adrenoceptor alpha 2C	HGNC_protein_coding
153	ADRB1	ADRB1R|B1AR|BETA1AR|FNSS2|RHR	10	adrenoceptor beta 1	HGNC_protein_coding
154	ADRB2	ADRBR|BAR|B2AR	5	adrenoceptor beta 2	HGNC_protein_coding
155	ADRB3	BETA3AR	8	adrenoceptor beta 3	HGNC_protein_coding
11047	ADRM1	GP110|Rpn13|ARM1	20	adhesion regulating molecule 1	HGNC_protein_coding
158	ADSL	AMPS|ASASE|ASL	22	adenylosuccinate lyase	HGNC_protein_coding
122622	ADSS1	FLJ38602	14	adenylosuccinate synthase 1	HGNC_protein_coding
159	ADSS2	ADEH|ADSS|ADSS 2	1	adenylosuccinate synthase 2	HGNC_protein_coding
84830	ADTRP	dJ413H6.1|AIG1L	6	androgen dependent TFPI regulating protein	HGNC_protein_coding
165	AEBP1	ACLP	7	AE binding protein 1	HGNC_protein_coding
121536	AEBP2	MGC17922	12	AE binding protein 2	HGNC_protein_coding
64782	AEN	FLJ12484|FLJ12562	15	apoptosis enhancing nuclease	HGNC_protein_coding
60312	AFAP1	AFAP-110|AFAP	4	actin filament associated protein 1	HGNC_protein_coding
134265	AFAP1L1	FLJ36748	5	actin filament associated protein 1 like 1	HGNC_protein_coding
84632	AFAP1L2	FLJ14564|Em:AC005383.4|XB130	10	actin filament associated protein 1 like 2	HGNC_protein_coding
4301	AFDN	AF-6|AF6	6	afadin, adherens junction formation factor	HGNC_protein_coding
4299	AFF1	AF-4|AF4	4	AF4/FMR2 family member 1	HGNC_protein_coding
2334	AFF2	FRAXE	X	AF4/FMR2 family member 2	HGNC_protein_coding
3899	AFF3	MLLT2-like	2	AF4/FMR2 family member 3	HGNC_protein_coding
27125	AFF4	AF5Q31|MCEF	5	AF4/FMR2 family member 4	HGNC_protein_coding
246269	AFG1L	AFG1	6	AFG1 like ATPase	HGNC_protein_coding
10939	AFG3L2	SPAX5	18	AFG3 like matrix AAA peptidase subunit 2	HGNC_protein_coding
173	AFM	ALB2|ALBA	4	afamin	HGNC_protein_coding
125061	AFMID	DKFZp686F03259|KF	17	arylformamidase	HGNC_protein_coding
174	AFP	FETA	4	alpha fetoprotein	HGNC_protein_coding
54812	AFTPH	MGC33965|FLJ20080|FLJ23793|Nbla10388	2	aftiphilin	HGNC_protein_coding
175	AGA	ASRG	4	aspartylglucosaminidase	HGNC_protein_coding
116987	AGAP1	KIAA1099|GGAP1	2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	HGNC_protein_coding
116986	AGAP2	CENTG1|GGAP2|PIKE	12	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	HGNC_protein_coding
116988	AGAP3	AGAP-3|CENTG3|CRAG|MRIP-1|cnt-g3	7	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	HGNC_protein_coding
119016	AGAP4	Em:AC012044.1|MRIP2	10	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	HGNC_protein_coding
729092	AGAP5	Em:AC073389.1	10	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5	HGNC_protein_coding
414189	AGAP6	bA324H6.1	10	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6	HGNC_protein_coding
642517	AGAP9	bA301J7.2|FLJ00312	10	ArfGAP with GTPase domain, ankyrin repeat and PH domain 9	HGNC_protein_coding
123624	AGBL1	FLJ32310|CCP4	15	ATP/GTP binding protein like 1	HGNC_protein_coding
79841	AGBL2	FLJ23598|CCP2	11	ATP/GTP binding protein like 2	HGNC_protein_coding
340351	AGBL3	MGC32955|CCP3	7	ATP/GTP binding protein like 3	HGNC_protein_coding
84871	AGBL4	FLJ14442|CCP6	1	ATP/GTP binding protein like 4	HGNC_protein_coding
60509	AGBL5	FLJ21839|CCP5	2	ATP/GTP binding protein like 5	HGNC_protein_coding
177	AGER	RAGE|SCARJ1	6	advanced glycosylation end-product specific receptor	HGNC_protein_coding
3267	AGFG1	RIP|RAB	2	ArfGAP with FG repeats 1	HGNC_protein_coding
3268	AGFG2	RABR	7	ArfGAP with FG repeats 2	HGNC_protein_coding
55109	AGGF1	VG5Q|HSU84971|FLJ10283|GPATC7|GPATCH7	5	angiogenic factor with G-patch and FHA domains 1	HGNC_protein_coding
55750	AGK	FLJ10842	7	acylglycerol kinase	HGNC_protein_coding
178	AGL	GDE	1	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	HGNC_protein_coding
79814	AGMAT	FLJ23384	1	agmatinase	HGNC_protein_coding
392636	AGMO	FLJ16237	7	alkylglycerol monooxygenase	HGNC_protein_coding
26523	AGO1	hAGO1	1	argonaute RISC component 1	HGNC_protein_coding
27161	AGO2	hAGO2|Q10|LINC00980	8	argonaute RISC catalytic component 2	HGNC_protein_coding
192669	AGO3	hAGO3|FLJ12765	1	argonaute RISC catalytic component 3	HGNC_protein_coding
192670	AGO4	hAGO4|KIAA1567|FLJ20033	1	argonaute RISC component 4	HGNC_protein_coding
10554	AGPAT1	LPAAT-alpha	6	1-acylglycerol-3-phosphate O-acyltransferase 1	HGNC_protein_coding
10555	AGPAT2	LPAAT-beta	9	1-acylglycerol-3-phosphate O-acyltransferase 2	HGNC_protein_coding
56894	AGPAT3	LPAAT-gamma|LPAAT3	21	1-acylglycerol-3-phosphate O-acyltransferase 3	HGNC_protein_coding
56895	AGPAT4	LPAAT-delta|dJ473J16.2	6	1-acylglycerol-3-phosphate O-acyltransferase 4	HGNC_protein_coding
55326	AGPAT5	FLJ11210|LPAAT-e|LPAAT-epsilon	8	1-acylglycerol-3-phosphate O-acyltransferase 5	HGNC_protein_coding
8540	AGPS	ADHAPS|ADAS|ALDHPSY|ADPS|ADAP-S	2	alkylglycerone phosphate synthase	HGNC_protein_coding
10551	AGR2	XAG-2|HAG-2|AG2|PDIA17	7	anterior gradient 2, protein disulphide isomerase family member	HGNC_protein_coding
155465	AGR3	HAG3|hAG-3|BCMP11|PDIA18	7	anterior gradient 3, protein disulphide isomerase family member	HGNC_protein_coding
375790	AGRN	AGRIN|CMS8|CMSPPD	1	agrin	HGNC_protein_coding
181	AGRP	Agrt|ART|ASIP2	16	agouti related neuropeptide	HGNC_protein_coding
183	AGT	ANHU|SERPINA8|hFLT1	1	angiotensinogen	HGNC_protein_coding
23287	AGTPBP1	KIAA1035|Nna1|CCP1	9	ATP/GTP binding protein 1	HGNC_protein_coding
185	AGTR1	AT1|AT2R1|AGTR1A|AT2R1A|HAT1R|AG2S|AT2R1B|AT1B	3	angiotensin II receptor type 1	HGNC_protein_coding
186	AGTR2	AT2|MRX88	X	angiotensin II receptor type 2	HGNC_protein_coding
57085	AGTRAP	ATRAP	1	angiotensin II receptor associated protein	HGNC_protein_coding
189	AGXT	AGXT1|PH1|AGT|SPT|AGT1	2	alanine--glyoxylate and serine--pyruvate aminotransferase	HGNC_protein_coding
64902	AGXT2	AGT2	5	alanine--glyoxylate aminotransferase 2	HGNC_protein_coding
25909	AHCTF1	ELYS	1	AT-hook containing transcription factor 1	HGNC_protein_coding
191	AHCY	SAHH	20	adenosylhomocysteinase	HGNC_protein_coding
10768	AHCYL1	XPVKONA|IRBIT|PPP1R78	1	adenosylhomocysteinase like 1	HGNC_protein_coding
23382	AHCYL2	KIAA0828|long-IRBIT|IRBIT2	7	adenosylhomocysteinase like 2	HGNC_protein_coding
27245	AHDC1	DJ159A19.3|RP1-159A19.1	1	AT-hook DNA binding motif containing 1	HGNC_protein_coding
54806	AHI1	FLJ20069|ORF1|JBTS3	6	Abelson helper integration site 1	HGNC_protein_coding
79026	AHNAK	MGC5395	11	AHNAK nucleoprotein	HGNC_protein_coding
113146	AHNAK2	C14orf78	14	AHNAK nucleoprotein 2	HGNC_protein_coding
196	AHR	bHLHe76	7	aryl hydrocarbon receptor	HGNC_protein_coding
57491	AHRR	KIAA1234|bHLHe77	5	aryl-hydrocarbon receptor repressor	HGNC_protein_coding
10598	AHSA1	p38|Aha1|hAha1	14	activator of HSP90 ATPase activity 1	HGNC_protein_coding
197	AHSG	FETUA|A2HS|HSGA	3	alpha 2-HS glycoprotein	HGNC_protein_coding
51327	AHSP	EDRF	16	alpha hemoglobin stabilizing protein	HGNC_protein_coding
57379	AICDA	HIGM2|CDA2|ARP2|AID	12	activation induced cytidine deaminase	HGNC_protein_coding
64853	AIDA	FLJ12806	1	axin interactor, dorsalization associated	HGNC_protein_coding
199	AIF1	IRT-1|AIF-1|Em:AF129756.17|IBA1	6	allograft inflammatory factor 1	HGNC_protein_coding
83543	AIF1L	IBA2|FLJ12783	9	allograft inflammatory factor 1 like	HGNC_protein_coding
9131	AIFM1	AIF|CMTX4|DFNX5	X	apoptosis inducing factor mitochondria associated 1	HGNC_protein_coding
84883	AIFM2	FLJ14497|PRG3	10	apoptosis inducing factor mitochondria associated 2	HGNC_protein_coding
150209	AIFM3	AIFL|FLJ30473	22	apoptosis inducing factor mitochondria associated 3	HGNC_protein_coding
51390	AIG1	dJ95L4.1|AIG-1|FLJ10485	6	androgen induced 1	HGNC_protein_coding
9447	AIM2	PYHIN4	1	absent in melanoma 2	HGNC_protein_coding
9255	AIMP1	EMAPII|EMAP-2|p43	4	aminoacyl tRNA synthetase complex interacting multifunctional protein 1	HGNC_protein_coding
7965	AIMP2	p38|PRO0992|JTV-1|JTV1	7	aminoacyl tRNA synthetase complex interacting multifunctional protein 2	HGNC_protein_coding
9049	AIP	XAP2|ARA9|FKBP16|FKBP37	11	aryl hydrocarbon receptor interacting protein	HGNC_protein_coding
23746	AIPL1	AIPL2|LCA4	17	aryl hydrocarbon receptor interacting protein like 1	HGNC_protein_coding
326	AIRE	PGA1|APS1	21	autoimmune regulator	HGNC_protein_coding
55966	AJAP1	SHREW1|SHREW-1|MOT8	1	adherens junctions associated protein 1	HGNC_protein_coding
389813	AJM1	ajm-1	9	apical junction component 1 homolog	HGNC_protein_coding
84962	AJUBA	MGC15563	14	ajuba LIM protein	HGNC_protein_coding
203	AK1	HTL-S-58j	9	adenylate kinase 1	HGNC_protein_coding
204	AK2	ADK2	1	adenylate kinase 2	HGNC_protein_coding
50808	AK3	AKL3L1	9	adenylate kinase 3	HGNC_protein_coding
205	AK4	AK 4|AK3|AK3L1|AK3L2	1	adenylate kinase 4	HGNC_protein_coding
26289	AK5	AK6	1	adenylate kinase 5	HGNC_protein_coding
102157402	AK6	CINAP	5	adenylate kinase 6	HGNC_protein_coding
122481	AK7	FLJ32864|FAP75|CFAP75	14	adenylate kinase 7	HGNC_protein_coding
158067	AK8	FLJ32704	9	adenylate kinase 8	HGNC_protein_coding
221264	AK9	FLJ42177|FLJ25791|dJ70A9.1|MGC26954	6	adenylate kinase 9	HGNC_protein_coding
642597	AKAIN1		18	A-kinase anchor inhibitor 1	HGNC_protein_coding
8165	AKAP1	AKAP121|AKAP149|SAKAP84|S-AKAP84|AKAP84|D-AKAP1|PPP1R43|TDRD17	17	A-kinase anchoring protein 1	HGNC_protein_coding
10566	AKAP3	FSP95|SOB1|AKAP110|CT82	12	A-kinase anchoring protein 3	HGNC_protein_coding
8852	AKAP4	p82|hAKAP82|AKAP82|Fsc1|HI|CT99	X	A-kinase anchoring protein 4	HGNC_protein_coding
9495	AKAP5	AKAP75|AKAP79	14	A-kinase anchoring protein 5	HGNC_protein_coding
9472	AKAP6	KIAA0311|mAKAP|AKAP100|PRKA6|ADAP6	14	A-kinase anchoring protein 6	HGNC_protein_coding
9465	AKAP7	AKAP18|AKAP15	6	A-kinase anchoring protein 7	HGNC_protein_coding
10270	AKAP8	AKAP95|DKFZp586B1222	19	A-kinase anchoring protein 8	HGNC_protein_coding
26993	AKAP8L	NAKAP95|HAP95	19	A-kinase anchoring protein 8 like	HGNC_protein_coding
10142	AKAP9	KIAA0803|AKAP350|AKAP450|CG-NAP|YOTIAO|HYPERION|PRKA9|MU-RMS-40.16A|PPP1R45|LQT11	7	A-kinase anchoring protein 9	HGNC_protein_coding
11216	AKAP10	D-AKAP2|PRKA10|MGC9414	17	A-kinase anchoring protein 10	HGNC_protein_coding
11215	AKAP11	KIAA0629|AKAP220|PRKA11|FLJ11304|DKFZp781I12161|PPP1R44	13	A-kinase anchoring protein 11	HGNC_protein_coding
9590	AKAP12	AKAP250|SSeCKS	6	A-kinase anchoring protein 12	HGNC_protein_coding
11214	AKAP13	Ht31|BRX|AKAP-Lbc|c-lbc|PROTO-LB|HA-3|ARHGEF13	15	A-kinase anchoring protein 13	HGNC_protein_coding
158798	AKAP14	AKAP28	X	A-kinase anchoring protein 14	HGNC_protein_coding
8227	AKAP17A	XE7|XE7Y|DXYS155E|MGC39904|721P|CCDC133	X	A-kinase anchoring protein 17A	HGNC_protein_coding
56672	AKIP1	BCA3	11	A-kinase interacting protein 1	HGNC_protein_coding
79647	AKIRIN1	FLJ12666	1	akirin 1	HGNC_protein_coding
55122	AKIRIN2	FLJ10342|dJ486L4.2	6	akirin 2	HGNC_protein_coding
80709	AKNA	KIAA1968	9	AT-hook transcription factor	HGNC_protein_coding
254268	AKNAD1	MGC26989	1	AKNA domain containing 1	HGNC_protein_coding
10327	AKR1A1	ALR|DD3	1	aldo-keto reductase family 1 member A1	HGNC_protein_coding
231	AKR1B1	AR	7	aldo-keto reductase family 1 member B	HGNC_protein_coding
57016	AKR1B10	AKR1B12|ARL-1|HIS|ARL1|HSI|ALDRLn	7	aldo-keto reductase family 1 member B10	HGNC_protein_coding
441282	AKR1B15	AKR1B10L|AKR1B10L, AK1R1B7|AKR1R1B7	7	aldo-keto reductase family 1 member B15	HGNC_protein_coding
1645	AKR1C1	DDH|MBAB|DD1|HAKRC	10	aldo-keto reductase family 1 member C1	HGNC_protein_coding
1646	AKR1C2	DD|BABP|DD2|HAKRD|MCDR2	10	aldo-keto reductase family 1 member C2	HGNC_protein_coding
8644	AKR1C3	KIAA0119|DDX|HAKRB|PGFS	10	aldo-keto reductase family 1 member C3	HGNC_protein_coding
1109	AKR1C4	DD4|HAKRA|C11|3-alpha-HSD|CDR|MGC22581	10	aldo-keto reductase family 1 member C4	HGNC_protein_coding
6718	AKR1D1	3o5bred|CBAS2|SRD5B1	7	aldo-keto reductase family 1 member D1	HGNC_protein_coding
83592	AKR1E2	MGC10612|HTSP1|htAKR	10	aldo-keto reductase family 1 member E2	HGNC_protein_coding
8574	AKR7A2	AFAR	1	aldo-keto reductase family 7 member A2	HGNC_protein_coding
22977	AKR7A3	AFAR2	1	aldo-keto reductase family 7 member A3	HGNC_protein_coding
246181	AKR7L	AFAR3	1	aldo-keto reductase family 7 like (gene/pseudogene)	HGNC_protein_coding
207	AKT1	RAC|PKB|PRKBA|AKT|RAC-alpha	14	AKT serine/threonine kinase 1	HGNC_protein_coding
84335	AKT1S1	PRAS40|MGC2865|Lobe	19	AKT1 substrate 1	HGNC_protein_coding
208	AKT2	PKBβ	19	AKT serine/threonine kinase 2	HGNC_protein_coding
10000	AKT3	PKBG|RAC-gamma|PRKBG	1	AKT serine/threonine kinase 3	HGNC_protein_coding
64400	AKTIP	FLJ13258	16	AKT interacting protein	HGNC_protein_coding
210	ALAD	ALADH|PBGS	9	aminolevulinate dehydratase	HGNC_protein_coding
211	ALAS1	ALAS|ALAS-H|ALAS3|ALASH|MIG4	3	5'-aminolevulinate synthase 1	HGNC_protein_coding
